face_id,src_x,src_y,src_z,tgt_x,tgt_y,tgt_z
0,0.5773502691896258,-0.5773502691896258,-0.5773502691896258,0.5964727848720999,-0.5370665078124341,-0.5964727848720999
0,0.5964727848720999,-0.5370665078124341,-0.5964727848720999,0.6176306018812697,-0.5561170918160043,-0.5561170918160043
0,0.6176306018812697,-0.5561170918160043,-0.5561170918160043,0.5964727848720999,-0.5964727848720999,-0.5370665078124341
0,0.5964727848720999,-0.5964727848720999,-0.5370665078124341,0.5773502691896258,-0.5773502691896258,-0.5773502691896258
1,0.5964727848720999,-0.5370665078124341,-0.5964727848720999,0.6136297263405545,-0.4969075546844027,-0.6136297263405545
1,0.6136297263405545,-0.4969075546844027,-0.6136297263405545,0.6367389400032536,-0.5156210269281485,-0.5733223167408492
1,0.6367389400032536,-0.5156210269281485,-0.5733223167408492,0.6176306018812697,-0.5561170918160043,-0.5561170918160043
1,0.6176306018812697,-0.5561170918160043,-0.5561170918160043,0.5964727848720999,-0.5370665078124341,-0.5964727848720999
2,0.6136297263405545,-0.4969075546844027,-0.6136297263405545,0.6289601696450940,-0.4569663116686273,-0.6289601696450940
2,0.6289601696450940,-0.4569663116686273,-0.6289601696450940,0.6539172857159230,-0.4750987178704505,-0.5887897686948832
2,0.6539172857159230,-0.4750987178704505,-0.5887897686948832,0.6367389400032536,-0.5156210269281485,-0.5733223167408492
2,0.6367389400032536,-0.5156210269281485,-0.5733223167408492,0.6136297263405545,-0.4969075546844027,-0.6136297263405545
3,0.6289601696450940,-0.4569663116686273,-0.6289601696450940,0.6425946703262667,-0.4173058582581287,-0.6425946703262667
3,0.6425946703262667,-0.4173058582581287,-0.6425946703262667,0.6692808272283023,-0.4346360511835707,-0.6026231636073672
3,0.6692808272283023,-0.4346360511835707,-0.6026231636073672,0.6539172857159230,-0.4750987178704505,-0.5887897686948832
3,0.6539172857159230,-0.4750987178704505,-0.5887897686948832,0.6289601696450940,-0.4569663116686273,-0.6289601696450940
4,0.6425946703262667,-0.4173058582581287,-0.6425946703262667,0.6546536707079772,-0.3779644730092273,-0.6546536707079772
4,0.6546536707079772,-0.3779644730092273,-0.6546536707079772,0.6829382762718699,-0.3942945976454632,-0.6149203859609872
4,0.6829382762718699,-0.3942945976454632,-0.6149203859609872,0.6692808272283023,-0.4346360511835707,-0.6026231636073672
4,0.6692808272283023,-0.4346360511835707,-0.6026231636073672,0.6425946703262667,-0.4173058582581287,-0.6425946703262667
5,0.6546536707079772,-0.3779644730092273,-0.6546536707079772,0.6652465971273087,-0.3389600714259312,-0.6652465971273087
5,0.6652465971273087,-0.3389600714259312,-0.6652465971273087,0.6949903639307233,-0.3541152775760984,-0.6257721344312509
5,0.6949903639307233,-0.3541152775760984,-0.6257721344312509,0.6829382762718699,-0.3942945976454632,-0.6149203859609872
5,0.6829382762718699,-0.3942945976454632,-0.6149203859609872,0.6546536707079772,-0.3779644730092273,-0.6546536707079772
6,0.6652465971273087,-0.3389600714259312,-0.6652465971273087,0.6744714559471774,-0.3002940396094960,-0.6744714559471774
6,0.6744714559471774,-0.3002940396094960,-0.6744714559471774,0.7055288621299215,-0.3141216877333324,-0.6352610408306344
6,0.7055288621299215,-0.3141216877333324,-0.6352610408306344,0.6949903639307233,-0.3541152775760984,-0.6257721344312509
6,0.6949903639307233,-0.3541152775760984,-0.6257721344312509,0.6652465971273087,-0.3389600714259312,-0.6652465971273087
7,0.6744714559471774,-0.3002940396094960,-0.6744714559471774,0.6824147734182073,-0.2619544884920921,-0.6824147734182073
7,0.6824147734182073,-0.2619544884920921,-0.6824147734182073,0.7146360008737808,-0.2743230588769824,-0.6434611453875868
7,0.7146360008737808,-0.2743230588769824,-0.6434611453875868,0.7055288621299215,-0.3141216877333324,-0.6352610408306344
7,0.7055288621299215,-0.3141216877333324,-0.6352610408306344,0.6744714559471774,-0.3002940396094960,-0.6744714559471774
8,0.6824147734182073,-0.2619544884920921,-0.6824147734182073,0.6891517577746518,-0.2239189797945133,-0.6891517577746518
8,0.6891517577746518,-0.2239189797945133,-0.6891517577746518,0.7223841719448614,-0.2347168457117839,-0.6504376299558994
8,0.7223841719448614,-0.2347168457117839,-0.6504376299558994,0.7146360008737808,-0.2743230588769824,-0.6434611453875868
8,0.7146360008737808,-0.2743230588769824,-0.6434611453875868,0.6824147734182073,-0.2619544884920921,-0.6824147734182073
9,0.6891517577746518,-0.2239189797945133,-0.6891517577746518,0.6947465906068658,-0.1861567878973856,-0.6947465906068658
9,0.6947465906068658,-0.1861567878973856,-0.6947465906068658,0.7288358299513564,-0.1952909720503331,-0.6562467289173741
9,0.7288358299513564,-0.1952909720503331,-0.6562467289173741,0.7223841719448614,-0.2347168457117839,-0.6504376299558994
9,0.7223841719448614,-0.2347168457117839,-0.6504376299558994,0.6891517577746518,-0.2239189797945133,-0.6891517577746518
10,0.6947465906068658,-0.1861567878973856,-0.6947465906068658,0.6992527780868755,-0.1486307662483572,-0.6992527780868755
10,0.6992527780868755,-0.1486307662483572,-0.6992527780868755,0.7340435199329211,-0.1560257667131020,-0.6609357540382241
